id,prefix,name,chi2,pval
4297,b'4.1-ngram.next_system_utterance__babe n3',4.1,0.1813,0.9806
16735,b'4.1-ngram.next_system_utterance__nonslip hangers n2',4.1,0.1813,0.9806
12263,b'4.1-ngram.next_system_utterance__n1 nonslip',4.1,0.1813,0.9806
12264,b'4.1-ngram.next_system_utterance__n1 nonslip hangers',4.1,0.1813,0.9806
7460,b'4.1-ngram.next_system_utterance__draft vz',4.1,0.1812,0.9806
4137,b'4.1-ngram.next_system_utterance__apr 10 nto',4.1,0.1812,0.9806
22147,b'4.1-ngram.next_system_utterance__vz proposal',4.1,0.1812,0.9806
18221,b'4.1-ngram.next_system_utterance__proposal',4.1,0.1812,0.9806
18222,b'4.1-ngram.next_system_utterance__proposal mon',4.1,0.1812,0.9806
7461,b'4.1-ngram.next_system_utterance__draft vz proposal',4.1,0.1812,0.9806
22146,b'4.1-ngram.next_system_utterance__vz',4.1,0.1812,0.9806
18223,b'4.1-ngram.next_system_utterance__proposal mon apr',4.1,0.1812,0.9806
22148,b'4.1-ngram.next_system_utterance__vz proposal mon',4.1,0.1812,0.9806
19554,b'4.1-ngram.next_system_utterance__sauce n11',4.1,0.1812,0.9806
18267,b'4.1-ngram.next_system_utterance__pumpkin n3 limes',4.1,0.1811,0.9806
8055,b'4.1-ngram.next_system_utterance__flat n7 bread',4.1,0.1811,0.9806
8054,b'4.1-ngram.next_system_utterance__flat n7',4.1,0.1811,0.9806
8038,b'4.1-ngram.next_system_utterance__fix flat n7',4.1,0.1811,0.9806
8702,b'4.1-ngram.next_system_utterance__granola bar n6',4.1,0.1811,0.9806
16188,b'4.1-ngram.next_system_utterance__n8 egg n9',4.1,0.1811,0.9806
18266,b'4.1-ngram.next_system_utterance__pumpkin n3',4.1,0.1811,0.9806
13498,b'4.1-ngram.next_system_utterance__n2 battery pumpkin',4.1,0.1811,0.9806
7483,b'4.1-ngram.next_system_utterance__dressing n5 quaker',4.1,0.1811,0.9806
4519,b'4.1-ngram.next_system_utterance__bar n6',4.1,0.1811,0.9806
16187,b'4.1-ngram.next_system_utterance__n8 egg',4.1,0.1811,0.9806
14385,b'4.1-ngram.next_system_utterance__n3 limes n4',4.1,0.1811,0.9806
15374,b'4.1-ngram.next_system_utterance__n5 quaker quinoa',4.1,0.1811,0.9806
9390,b'4.1-ngram.next_system_utterance__italian dressing n5',4.1,0.1811,0.9806
10446,b'4.1-ngram.next_system_utterance__limes n4 ceasar',4.1,0.1811,0.9806
15373,b'4.1-ngram.next_system_utterance__n5 quaker',4.1,0.1811,0.9806
10445,b'4.1-ngram.next_system_utterance__limes n4',4.1,0.1811,0.9806
15602,b'4.1-ngram.next_system_utterance__n6 fix',4.1,0.1811,0.9806
4616,b'4.1-ngram.next_system_utterance__battery pumpkin n3',4.1,0.1811,0.9806
15603,b'4.1-ngram.next_system_utterance__n6 fix flat',4.1,0.1811,0.9806
7614,b'4.1-ngram.next_system_utterance__egg n9',4.1,0.1811,0.9806
5172,b'4.1-ngram.next_system_utterance__bread n8 egg',4.1,0.1811,0.9806
14759,b'4.1-ngram.next_system_utterance__n4 ceasar',4.1,0.1811,0.9806
14760,b'4.1-ngram.next_system_utterance__n4 ceasar italian',4.1,0.1811,0.9806
14384,b'4.1-ngram.next_system_utterance__n3 limes',4.1,0.1811,0.9806
4520,b'4.1-ngram.next_system_utterance__bar n6 fix',4.1,0.1811,0.9806
8607,b'4.1-ngram.next_system_utterance__gloves n2 battery',4.1,0.1811,0.9806
13497,b'4.1-ngram.next_system_utterance__n2 battery',4.1,0.1811,0.9806
5751,b'4.1-ngram.next_system_utterance__cat food n4',4.1,0.1811,0.9806
8201,b'4.1-ngram.next_system_utterance__food n4 milk',4.1,0.1811,0.9806
11652,b'4.1-ngram.next_system_utterance__milk yakult',4.1,0.1811,0.9806
22586,b'4.1-ngram.next_system_utterance__yakult',4.1,0.1811,0.9806
14922,b'4.1-ngram.next_system_utterance__n4 milk yakult',4.1,0.1811,0.9806
8423,b'4.1-ngram.next_system_utterance__gala',4.1,0.1809,0.9806
8424,b'4.1-ngram.next_system_utterance__gala apples',4.1,0.1809,0.9806
16264,b'4.1-ngram.next_system_utterance__n8 olives',4.1,0.1809,0.9806
17134,b'4.1-ngram.next_system_utterance__olives n9',4.1,0.1809,0.9806
16010,b'4.1-ngram.next_system_utterance__n7 mustard n8',4.1,0.1809,0.9806
11950,b'4.1-ngram.next_system_utterance__mustard n8 olives',4.1,0.1809,0.9806
16265,b'4.1-ngram.next_system_utterance__n8 olives n9',4.1,0.1809,0.9806
16009,b'4.1-ngram.next_system_utterance__n7 mustard',4.1,0.1809,0.9806
3231,b'4.1-ngram.next_system_utterance__26 pm nto',4.1,0.1809,0.9806
15028,b'4.1-ngram.next_system_utterance__n4 strawberries',4.1,0.1809,0.9806
10498,b'4.1-ngram.next_system_utterance__list fizzy',4.1,0.1807,0.9806
10499,b'4.1-ngram.next_system_utterance__list fizzy bubbly',4.1,0.1807,0.9806
20449,b'4.1-ngram.next_system_utterance__sprouts',4.1,0.1807,0.9806
19083,b'4.1-ngram.next_system_utterance__removed stinker nhere',4.1,0.1807,0.9806
20537,b'4.1-ngram.next_system_utterance__stinker nhere list',4.1,0.1807,0.9806
20536,b'4.1-ngram.next_system_utterance__stinker nhere',4.1,0.1807,0.9806
21979,b'4.1-ngram.next_system_utterance__ve removed stinker',4.1,0.1807,0.9806
19082,b'4.1-ngram.next_system_utterance__removed stinker',4.1,0.1807,0.9806
10873,b'4.1-ngram.next_system_utterance__ll remind reserve',4.1,0.1807,0.9806
18697,b'4.1-ngram.next_system_utterance__remind reserve yosemite',4.1,0.1807,0.9806
18696,b'4.1-ngram.next_system_utterance__remind reserve',4.1,0.1807,0.9806
22365,b'4.1-ngram.next_system_utterance__wed apr 36',4.1,0.1807,0.9806
20881,b'4.1-ngram.next_system_utterance__tax ques',4.1,0.1807,0.9806
3712,b'4.1-ngram.next_system_utterance__akhil',4.1,0.1807,0.9806
4163,b'4.1-ngram.next_system_utterance__apr 36',4.1,0.1807,0.9806
18289,b'4.1-ngram.next_system_utterance__ques wed apr',4.1,0.1807,0.9806
3713,b'4.1-ngram.next_system_utterance__akhil tax',4.1,0.1807,0.9806
18288,b'4.1-ngram.next_system_utterance__ques wed',4.1,0.1807,0.9806
18287,b'4.1-ngram.next_system_utterance__ques',4.1,0.1807,0.9806
20882,b'4.1-ngram.next_system_utterance__tax ques wed',4.1,0.1807,0.9806
3714,b'4.1-ngram.next_system_utterance__akhil tax ques',4.1,0.1807,0.9806
4164,b'4.1-ngram.next_system_utterance__apr 36 nto',4.1,0.1807,0.9806
5443,b'4.1-ngram.next_system_utterance__butter n2 trash',4.1,0.1806,0.9807
4394,b'4.1-ngram.next_system_utterance__bags n3 ant',4.1,0.1806,0.9807
17673,b'4.1-ngram.next_system_utterance__peppers n6',4.1,0.1805,0.9807
16314,b'4.1-ngram.next_system_utterance__n8 tomatoes n9',4.1,0.1805,0.9807
16313,b'4.1-ngram.next_system_utterance__n8 tomatoes',4.1,0.1805,0.9807
21222,b'4.1-ngram.next_system_utterance__tomatoes n9',4.1,0.1805,0.9807
20440,b'4.1-ngram.next_system_utterance__spray n8',4.1,0.1803,0.9807
17443,b'4.1-ngram.next_system_utterance__parmesan',4.1,0.1802,0.9807
7164,b'4.1-ngram.next_system_utterance__deodorant n6',4.1,0.1802,0.9807
15230,b'4.1-ngram.next_system_utterance__n5 deodorant',4.1,0.1802,0.9807
15231,b'4.1-ngram.next_system_utterance__n5 deodorant n6',4.1,0.1802,0.9807
9915,b'4.1-ngram.next_system_utterance__jun 12 45',4.1,0.1801,0.9807
23909,b'4.1-ngram.next_user_utterance__paper nnapkins',4.1,0.1800,0.9808
23841,b'4.1-ngram.next_user_utterance__nnapkins',4.1,0.1800,0.9808
23854,b'4.1-ngram.next_user_utterance__nt',4.1,0.1800,0.9808
23856,b'4.1-ngram.next_user_utterance__nt paper nnapkins',4.1,0.1800,0.9808
23855,b'4.1-ngram.next_user_utterance__nt paper',4.1,0.1800,0.9808
7085,b'4.1-ngram.next_system_utterance__day',4.1,0.1800,0.9808
22245,b'4.1-ngram.next_system_utterance__water bottles',4.1,0.1798,0.9808
3124,b'4.1-ngram.next_system_utterance__2019',4.1,0.1798,0.9808
6668,b'4.1-ngram.next_system_utterance__cottage cheese n7',4.1,0.1798,0.9808
15570,b'4.1-ngram.next_system_utterance__n6 cottage',4.1,0.1798,0.9808
15571,b'4.1-ngram.next_system_utterance__n6 cottage cheese',4.1,0.1798,0.9808
15148,b'4.1-ngram.next_system_utterance__n5 baking',4.1,0.1797,0.9808
3138,b'4.1-ngram.next_system_utterance__21 15',4.1,0.1796,0.9808
3139,b'4.1-ngram.next_system_utterance__21 15 pm',4.1,0.1796,0.9808
7336,b'4.1-ngram.next_system_utterance__discard request wed',4.1,0.1794,0.9808
19136,b'4.1-ngram.next_system_utterance__request wed mar',4.1,0.1794,0.9808
19135,b'4.1-ngram.next_system_utterance__request wed',4.1,0.1794,0.9808
7516,b'4.1-ngram.next_system_utterance__drop',4.1,0.1794,0.9808
19634,b'4.1-ngram.next_system_utterance__school tue',4.1,0.1793,0.9809
18347,b'4.1-ngram.next_system_utterance__raji pick kids',4.1,0.1793,0.9809
18346,b'4.1-ngram.next_system_utterance__raji pick',4.1,0.1793,0.9809
19635,b'4.1-ngram.next_system_utterance__school tue mar',4.1,0.1793,0.9809
11155,b'4.1-ngram.next_system_utterance__mar 14 15',4.1,0.1793,0.9809
2945,b'4.1-ngram.next_system_utterance__14 45',4.1,0.1793,0.9809
16624,b'4.1-ngram.next_system_utterance__neelabh school',4.1,0.1793,0.9809
16623,b'4.1-ngram.next_system_utterance__neelabh',4.1,0.1793,0.9809
2939,b'4.1-ngram.next_system_utterance__14 15 pm',4.1,0.1793,0.9809
11158,b'4.1-ngram.next_system_utterance__mar 14 45',4.1,0.1793,0.9809
2938,b'4.1-ngram.next_system_utterance__14 15',4.1,0.1793,0.9809
16625,b'4.1-ngram.next_system_utterance__neelabh school tue',4.1,0.1793,0.9809
6450,b'4.1-ngram.next_system_utterance__coffe',4.1,0.1793,0.9809
20469,b'4.1-ngram.next_system_utterance__stand nhere',4.1,0.1793,0.9809
20470,b'4.1-ngram.next_system_utterance__stand nhere list',4.1,0.1793,0.9809
12673,b'4.1-ngram.next_system_utterance__n11 bottled water',4.1,0.1792,0.9809
12672,b'4.1-ngram.next_system_utterance__n11 bottled',4.1,0.1792,0.9809
11058,b'4.1-ngram.next_system_utterance__magnum infinity n11',4.1,0.1792,0.9809
9336,b'4.1-ngram.next_system_utterance__infinity n11 bottled',4.1,0.1792,0.9809
9335,b'4.1-ngram.next_system_utterance__infinity n11',4.1,0.1792,0.9809
20781,b'4.1-ngram.next_system_utterance__swim',4.1,0.1791,0.9809
17491,b'4.1-ngram.next_system_utterance__pasta n6 pancetta',4.1,0.1791,0.9809
15708,b'4.1-ngram.next_system_utterance__n6 pancetta',4.1,0.1791,0.9809
7619,b'4.1-ngram.next_system_utterance__egg pasta n6',4.1,0.1791,0.9809
17352,b'4.1-ngram.next_system_utterance__pancetta',4.1,0.1791,0.9809
8345,b'4.1-ngram.next_system_utterance__frozen fruit n6',4.1,0.1791,0.9809
15810,b'4.1-ngram.next_system_utterance__n6 vacuum cleaner',4.1,0.1791,0.9809
8387,b'4.1-ngram.next_system_utterance__fruit n6 vacuum',4.1,0.1791,0.9809
15809,b'4.1-ngram.next_system_utterance__n6 vacuum',4.1,0.1791,0.9809
20400,b'4.1-ngram.next_system_utterance__spinach n7',4.1,0.1791,0.9809
15779,b'4.1-ngram.next_system_utterance__n6 spinach n7',4.1,0.1791,0.9809
22617,b'4.1-ngram.next_system_utterance__yer butt nhere',4.1,0.1788,0.9809
5419,b'4.1-ngram.next_system_utterance__butt nhere remaining',4.1,0.1788,0.9809
5418,b'4.1-ngram.next_system_utterance__butt nhere',4.1,0.1788,0.9809
12438,b'4.1-ngram.next_system_utterance__n1 trash',4.1,0.1788,0.9809
20995,b'4.1-ngram.next_system_utterance__thighs n2',4.1,0.1788,0.9809
16972,b'4.1-ngram.next_system_utterance__oct nif',4.1,0.1787,0.9810
16973,b'4.1-ngram.next_system_utterance__oct nif need',4.1,0.1787,0.9810
6644,b'4.1-ngram.next_system_utterance__corn nhere',4.1,0.1786,0.9810
6645,b'4.1-ngram.next_system_utterance__corn nhere list',4.1,0.1786,0.9810
3664,b'4.1-ngram.next_system_utterance__address',4.1,0.1786,0.9810
18800,b'4.1-ngram.next_system_utterance__reminder n1 pickup',4.1,0.1785,0.9810
11914,b'4.1-ngram.next_system_utterance__multigrain cheerios',4.1,0.1784,0.9810
14518,b'4.1-ngram.next_system_utterance__n3 shrimp n4',4.1,0.1784,0.9810
19983,b'4.1-ngram.next_system_utterance__shrimp n4',4.1,0.1784,0.9810
15933,b'4.1-ngram.next_system_utterance__n7 flour',4.1,0.1783,0.9810
21326,b'4.1-ngram.next_system_utterance__tortillas n8',4.1,0.1783,0.9810
15934,b'4.1-ngram.next_system_utterance__n7 flour tortillas',4.1,0.1783,0.9810
6116,b'4.1-ngram.next_system_utterance__chicken n7 flour',4.1,0.1783,0.9810
8123,b'4.1-ngram.next_system_utterance__flour tortillas n8',4.1,0.1783,0.9810
14220,b'4.1-ngram.next_system_utterance__n3 chicken',4.1,0.1782,0.9810
4763,b'4.1-ngram.next_system_utterance__beer tom',4.1,0.1781,0.9810
13091,b'4.1-ngram.next_system_utterance__n14 coconut milk',4.1,0.1781,0.9810
13090,b'4.1-ngram.next_system_utterance__n14 coconut',4.1,0.1781,0.9810
16519,b'4.1-ngram.next_system_utterance__n9 sour',4.1,0.1779,0.9811
11157,b'4.1-ngram.next_system_utterance__mar 14 40',4.1,0.1779,0.9811
2943,b'4.1-ngram.next_system_utterance__14 40',4.1,0.1779,0.9811
2944,b'4.1-ngram.next_system_utterance__14 40 pm',4.1,0.1779,0.9811
9613,b'4.1-ngram.next_system_utterance__items rachel',4.1,0.1777,0.9811
18308,b'4.1-ngram.next_system_utterance__rachel',4.1,0.1777,0.9811
9614,b'4.1-ngram.next_system_utterance__items rachel nhere',4.1,0.1777,0.9811
3630,b'4.1-ngram.next_system_utterance__added items rachel',4.1,0.1777,0.9811
18309,b'4.1-ngram.next_system_utterance__rachel nhere',4.1,0.1777,0.9811
18310,b'4.1-ngram.next_system_utterance__rachel nhere list',4.1,0.1777,0.9811
19031,b'4.1-ngram.next_system_utterance__removed hummus',4.1,0.1777,0.9811
5640,b'4.1-ngram.next_system_utterance__cans wed',4.1,0.1776,0.9811
21404,b'4.1-ngram.next_system_utterance__trash cans wed',4.1,0.1776,0.9811
5641,b'4.1-ngram.next_system_utterance__cans wed mar',4.1,0.1776,0.9811
7635,b'4.1-ngram.next_system_utterance__eggs bread nhere',4.1,0.1776,0.9811
21453,b'4.1-ngram.next_system_utterance__trice n7 frozen',4.1,0.1775,0.9811
8354,b'4.1-ngram.next_system_utterance__frozen meals n8',4.1,0.1775,0.9811
12988,b'4.1-ngram.next_system_utterance__n13 cream',4.1,0.1775,0.9811
5209,b'4.1-ngram.next_system_utterance__breast n3',4.1,0.1775,0.9811
21452,b'4.1-ngram.next_system_utterance__trice n7',4.1,0.1775,0.9811
22490,b'4.1-ngram.next_system_utterance__wings rd n16',4.1,0.1775,0.9811
6428,b'4.1-ngram.next_system_utterance__cocktail n11 canned',4.1,0.1775,0.9811
13188,b'4.1-ngram.next_system_utterance__n15 chicken wings',4.1,0.1775,0.9811
8371,b'4.1-ngram.next_system_utterance__fruit cocktail n11',4.1,0.1775,0.9811
13269,b'4.1-ngram.next_system_utterance__n16 chicken strips',4.1,0.1775,0.9811
21451,b'4.1-ngram.next_system_utterance__trice n6 lunchables',4.1,0.1775,0.9811
16520,b'4.1-ngram.next_system_utterance__n9 sour cream',4.1,0.1775,0.9811
18413,b'4.1-ngram.next_system_utterance__rd n16 chicken',4.1,0.1775,0.9811
11932,b'4.1-ngram.next_system_utterance__mushroom n14',4.1,0.1775,0.9811
16203,b'4.1-ngram.next_system_utterance__n8 frozen lunches',4.1,0.1775,0.9811
6750,b'4.1-ngram.next_system_utterance__cream n10 fruit',4.1,0.1775,0.9811
14968,b'4.1-ngram.next_system_utterance__n4 pretzels trice',4.1,0.1775,0.9811
14967,b'4.1-ngram.next_system_utterance__n4 pretzels',4.1,0.1775,0.9811
5621,b'4.1-ngram.next_system_utterance__canned peaches n12',4.1,0.1775,0.9811
11383,b'4.1-ngram.next_system_utterance__meals n8 frozen',4.1,0.1775,0.9811
11382,b'4.1-ngram.next_system_utterance__meals n8',4.1,0.1775,0.9811
6087,b'4.1-ngram.next_system_utterance__chicken breast n3',4.1,0.1775,0.9811
12683,b'4.1-ngram.next_system_utterance__n11 canned peaches',4.1,0.1775,0.9811
21444,b'4.1-ngram.next_system_utterance__trice n4 pretzels',4.1,0.1775,0.9811
12919,b'4.1-ngram.next_system_utterance__n12 pasta',4.1,0.1775,0.9811
18045,b'4.1-ngram.next_system_utterance__popcorn trice n4',4.1,0.1775,0.9811
11933,b'4.1-ngram.next_system_utterance__mushroom n14 chicken',4.1,0.1775,0.9811
4834,b'4.1-ngram.next_system_utterance__big trice n6',4.1,0.1775,0.9811
6427,b'4.1-ngram.next_system_utterance__cocktail n11',4.1,0.1775,0.9811
13560,b'4.1-ngram.next_system_utterance__n2 chicken breast',4.1,0.1775,0.9811
21448,b'4.1-ngram.next_system_utterance__trice n5 yoplait',4.1,0.1775,0.9811
17561,b'4.1-ngram.next_system_utterance__peaches n12',4.1,0.1775,0.9811
15472,b'4.1-ngram.next_system_utterance__n5 yoplait yogurt',4.1,0.1775,0.9811
5210,b'4.1-ngram.next_system_utterance__breast n3 popcorn',4.1,0.1775,0.9811
11019,b'4.1-ngram.next_system_utterance__lunchables trice n7',4.1,0.1775,0.9811
6748,b'4.1-ngram.next_system_utterance__cream mushroom n14',4.1,0.1775,0.9811
15944,b'4.1-ngram.next_system_utterance__n7 frozen meals',4.1,0.1775,0.9811
21466,b'4.1-ngram.next_system_utterance__trina n9 sour',4.1,0.1775,0.9811
12558,b'4.1-ngram.next_system_utterance__n10 fruit cocktail',4.1,0.1775,0.9811
21465,b'4.1-ngram.next_system_utterance__trina n9',4.1,0.1775,0.9811
5222,b'4.1-ngram.next_system_utterance__breast rd n15',4.1,0.1775,0.9811
12989,b'4.1-ngram.next_system_utterance__n13 cream mushroom',4.1,0.1775,0.9811
12557,b'4.1-ngram.next_system_utterance__n10 fruit',4.1,0.1775,0.9811
17562,b'4.1-ngram.next_system_utterance__peaches n12 pasta',4.1,0.1775,0.9811
15471,b'4.1-ngram.next_system_utterance__n5 yoplait',4.1,0.1775,0.9811
6749,b'4.1-ngram.next_system_utterance__cream n10',4.1,0.1775,0.9811
15676,b'4.1-ngram.next_system_utterance__n6 lunchables trice',4.1,0.1775,0.9811
11023,b'4.1-ngram.next_system_utterance__lunches trina n9',4.1,0.1775,0.9811
15675,b'4.1-ngram.next_system_utterance__n6 lunchables',4.1,0.1775,0.9811
10362,b'4.1-ngram.next_system_utterance__lettuce n2 chicken',4.1,0.1775,0.9811
17485,b'4.1-ngram.next_system_utterance__pasta n13 cream',4.1,0.1775,0.9811
18166,b'4.1-ngram.next_system_utterance__pretzels trice n5',4.1,0.1775,0.9811
17484,b'4.1-ngram.next_system_utterance__pasta n13',4.1,0.1775,0.9811
12920,b'4.1-ngram.next_system_utterance__n12 pasta n13',4.1,0.1775,0.9811
14469,b'4.1-ngram.next_system_utterance__n3 popcorn trice',4.1,0.1775,0.9811
20328,b'4.1-ngram.next_system_utterance__sour cream n10',4.1,0.1775,0.9811
5003,b'4.1-ngram.next_system_utterance__bolts',4.1,0.1775,0.9811
10195,b'4.1-ngram.next_system_utterance__lag',4.1,0.1775,0.9811
10196,b'4.1-ngram.next_system_utterance__lag bolts',4.1,0.1775,0.9811
11647,b'4.1-ngram.next_system_utterance__milk thu',4.1,0.1774,0.9811
6848,b'4.1-ngram.next_system_utterance__crunchy',4.1,0.1774,0.9812
6201,b'4.1-ngram.next_system_utterance__chips n4 sour',4.1,0.1774,0.9812
15014,b'4.1-ngram.next_system_utterance__n4 sour',4.1,0.1774,0.9812
15015,b'4.1-ngram.next_system_utterance__n4 sour cream',4.1,0.1774,0.9812
15985,b'4.1-ngram.next_system_utterance__n7 lettuce wraps',4.1,0.1772,0.9812
22552,b'4.1-ngram.next_system_utterance__wraps',4.1,0.1772,0.9812
21361,b'4.1-ngram.next_system_utterance__towels n6 sandwich',4.1,0.1772,0.9812
11402,b'4.1-ngram.next_system_utterance__meat n7 lettuce',4.1,0.1772,0.9812
10380,b'4.1-ngram.next_system_utterance__lettuce wraps',4.1,0.1772,0.9812
10484,b'4.1-ngram.next_system_utterance__liquid n2',4.1,0.1772,0.9812
4187,b'4.1-ngram.next_system_utterance__artichokes n7 ud83c',4.1,0.1772,0.9812
16261,b'4.1-ngram.next_system_utterance__n8 nutella',4.1,0.1772,0.9812
21768,b'4.1-ngram.next_system_utterance__udf6b chips n5',4.1,0.1772,0.9812
4186,b'4.1-ngram.next_system_utterance__artichokes n7',4.1,0.1772,0.9812
12092,b'4.1-ngram.next_system_utterance__n1 dishwashing',4.1,0.1772,0.9812
20772,b'4.1-ngram.next_system_utterance__sweet potatoes n4',4.1,0.1772,0.9812
6205,b'4.1-ngram.next_system_utterance__chips n5 liquid',4.1,0.1772,0.9812
18090,b'4.1-ngram.next_system_utterance__potatoes n4 semisweet',4.1,0.1772,0.9812
16744,b'4.1-ngram.next_system_utterance__noodles n3 sweet',4.1,0.1772,0.9812
15491,b'4.1-ngram.next_system_utterance__n6 artichokes',4.1,0.1772,0.9812
12093,b'4.1-ngram.next_system_utterance__n1 dishwashing liquid',4.1,0.1772,0.9812
20194,b'4.1-ngram.next_system_utterance__soap n6 artichokes',4.1,0.1772,0.9812
15492,b'4.1-ngram.next_system_utterance__n6 artichokes n7',4.1,0.1772,0.9812
21761,b'4.1-ngram.next_system_utterance__udf5a n8 nutella',4.1,0.1772,0.9812
14999,b'4.1-ngram.next_system_utterance__n4 semisweet',4.1,0.1772,0.9812
21760,b'4.1-ngram.next_system_utterance__udf5a n8',4.1,0.1772,0.9812
16893,b'4.1-ngram.next_system_utterance__nutella n9',4.1,0.1772,0.9812
13776,b'4.1-ngram.next_system_utterance__n2 noodles n3',4.1,0.1772,0.9812
13775,b'4.1-ngram.next_system_utterance__n2 noodles',4.1,0.1772,0.9812
10569,b'4.1-ngram.next_system_utterance__list n1 dishwashing',4.1,0.1772,0.9812
15000,b'4.1-ngram.next_system_utterance__n4 semisweet ud83c',4.1,0.1772,0.9812
10485,b'4.1-ngram.next_system_utterance__liquid n2 noodles',4.1,0.1772,0.9812
16262,b'4.1-ngram.next_system_utterance__n8 nutella n9',4.1,0.1772,0.9812
14544,b'4.1-ngram.next_system_utterance__n3 sweet potatoes',4.1,0.1772,0.9812
16088,b'4.1-ngram.next_system_utterance__n7 ud83c',4.1,0.1772,0.9812
7365,b'4.1-ngram.next_system_utterance__dishwashing liquid',4.1,0.1772,0.9812
16089,b'4.1-ngram.next_system_utterance__n7 ud83c udf5a',4.1,0.1772,0.9812
7366,b'4.1-ngram.next_system_utterance__dishwashing liquid n2',4.1,0.1772,0.9812
21718,b'4.1-ngram.next_system_utterance__ud83c udf5a n8',4.1,0.1772,0.9812
8981,b'4.1-ngram.next_system_utterance__hand soap n6',4.1,0.1772,0.9812
4427,b'4.1-ngram.next_system_utterance__baked beans',4.1,0.1771,0.9812
10323,b'4.1-ngram.next_system_utterance__lemonade nto',4.1,0.1771,0.9812
10324,b'4.1-ngram.next_system_utterance__lemonade nto remove',4.1,0.1771,0.9812
13492,b'4.1-ngram.next_system_utterance__n2 bailey food',4.1,0.1769,0.9812
10696,b'4.1-ngram.next_system_utterance__list n1 sparkling',4.1,0.1769,0.9812
12389,b'4.1-ngram.next_system_utterance__n1 sparkling water',4.1,0.1769,0.9812
22269,b'4.1-ngram.next_system_utterance__water n2 bailey',4.1,0.1769,0.9812
20365,b'4.1-ngram.next_system_utterance__sparkling water n2',4.1,0.1769,0.9812
12388,b'4.1-ngram.next_system_utterance__n1 sparkling',4.1,0.1769,0.9812
13491,b'4.1-ngram.next_system_utterance__n2 bailey',4.1,0.1769,0.9812
13507,b'4.1-ngram.next_system_utterance__n2 beer n3',4.1,0.1769,0.9812
4753,b'4.1-ngram.next_system_utterance__beer n3',4.1,0.1769,0.9812
16015,b'4.1-ngram.next_system_utterance__n7 noodles',4.1,0.1768,0.9812
16749,b'4.1-ngram.next_system_utterance__noodles n8',4.1,0.1768,0.9812
16016,b'4.1-ngram.next_system_utterance__n7 noodles n8',4.1,0.1768,0.9812
13669,b'4.1-ngram.next_system_utterance__n2 hangers n3',4.1,0.1768,0.9812
13668,b'4.1-ngram.next_system_utterance__n2 hangers',4.1,0.1768,0.9812
11351,b'4.1-ngram.next_system_utterance__maxwell vietnam n12',4.1,0.1768,0.9812
11349,b'4.1-ngram.next_system_utterance__maxwell',4.1,0.1768,0.9812
16911,b'4.1-ngram.next_system_utterance__nuts n8 salmon',4.1,0.1768,0.9812
12751,b'4.1-ngram.next_system_utterance__n11 maxwell vietnam',4.1,0.1768,0.9812
21825,b'4.1-ngram.next_system_utterance__unsalted nuts n8',4.1,0.1768,0.9812
15044,b'4.1-ngram.next_system_utterance__n4 tofu',4.1,0.1768,0.9812
22070,b'4.1-ngram.next_system_utterance__vietnam n12 lynnie',4.1,0.1768,0.9812
6912,b'4.1-ngram.next_system_utterance__cumin n11 maxwell',4.1,0.1768,0.9812
8820,b'4.1-ngram.next_system_utterance__ground cumin',4.1,0.1768,0.9812
7544,b'4.1-ngram.next_system_utterance__dryer sheets n6',4.1,0.1768,0.9812
16910,b'4.1-ngram.next_system_utterance__nuts n8',4.1,0.1768,0.9812
8821,b'4.1-ngram.next_system_utterance__ground cumin n11',4.1,0.1768,0.9812
16540,b'4.1-ngram.next_system_utterance__n9 tuna n10',4.1,0.1768,0.9812
16539,b'4.1-ngram.next_system_utterance__n9 tuna',4.1,0.1768,0.9812
17389,b'4.1-ngram.next_system_utterance__paper n2 tomato',4.1,0.1768,0.9812
15045,b'4.1-ngram.next_system_utterance__n4 tofu n5',4.1,0.1768,0.9812
19566,b'4.1-ngram.next_system_utterance__sauce n3 cilantro',4.1,0.1768,0.9812
17768,b'4.1-ngram.next_system_utterance__pickle relish n7',4.1,0.1768,0.9812
12903,b'4.1-ngram.next_system_utterance__n12 lynnie',4.1,0.1768,0.9812
12904,b'4.1-ngram.next_system_utterance__n12 lynnie mobile',4.1,0.1768,0.9812
19900,b'4.1-ngram.next_system_utterance__sheets n6 pickle',4.1,0.1768,0.9812
22069,b'4.1-ngram.next_system_utterance__vietnam n12',4.1,0.1768,0.9812
19899,b'4.1-ngram.next_system_utterance__sheets n6',4.1,0.1768,0.9812
16092,b'4.1-ngram.next_system_utterance__n7 unsalted',4.1,0.1768,0.9812
21586,b'4.1-ngram.next_system_utterance__tuna n10',4.1,0.1768,0.9812
22068,b'4.1-ngram.next_system_utterance__vietnam',4.1,0.1768,0.9812
18532,b'4.1-ngram.next_system_utterance__relish n7 unsalted',4.1,0.1768,0.9812
21587,b'4.1-ngram.next_system_utterance__tuna n10 ground',4.1,0.1768,0.9812
18531,b'4.1-ngram.next_system_utterance__relish n7',4.1,0.1768,0.9812
12750,b'4.1-ngram.next_system_utterance__n11 maxwell',4.1,0.1768,0.9812
11026,b'4.1-ngram.next_system_utterance__lynnie mobile',4.1,0.1768,0.9812
12566,b'4.1-ngram.next_system_utterance__n10 ground cumin',4.1,0.1768,0.9812
6910,b'4.1-ngram.next_system_utterance__cumin',4.1,0.1768,0.9812
